pseudogene_id	chrom	start	end	strand	parent_protein	frameshifts	insertions	deletions	stop_codons	exon_count	coverage	identity	evalue
PG4872	CP002686.1	16206899	16206973	-	AEE77907.1	0	0	0	0	1	0.16	0.92	9.8e-16
PG4873	CP002686.1	16207822	16208754	-	AEE31991.1	2	26	9	2	2	0.83	0.38	9.2e-17
PG4874	CP002686.1	16209812	16211393	-	ANM65689.1	1	4	2	0	1	0.99	0.52	3.3e-139
PG4875	CP002686.1	16211853	16212193	-	AEE31993.1	1	1	0	0	1	0.18	0.43	2.8e-24
PG4876	CP002686.1	16212250	16212392	+	AEE30570.1	1	2	0	0	1	0.18	0.63	1.7e-09
PG4877	CP002686.1	16222294	16222380	+	AEC09412.1	0	0	0	0	1	0.24	0.77	3.1e-13
PG4878	CP002686.1	16238766	16239017	+	AEE84243.1	2	3	1	7	1	0.13	0.63	1.2e-26
PG4879	CP002686.1	16244697	16245656	+	AEE77675.1	0	4	1	1	1	0.94	0.57	5.9e-95
PG4880	CP002686.1	16246544	16247698	+	AEE31993.1	0	10	22	0	1	0.63	0.28	9.5e-24
PG4881	CP002686.1	16247708	16247962	+	AEE84338.1	0	1	0	0	1	0.22	0.40	2e-23
PG4882	CP002686.1	16248539	16250187	+	AEE85585.1	1	7	12	0	1	0.97	0.33	5.4e-51
PG4883	CP002686.1	16256384	16256890	+	ANM64141.1	0	0	0	0	2	0.30	0.83	4.2e-19
PG4884	CP002686.1	16264449	16264908	-	AED90610.1	0	0	0	1	2	0.49	0.59	2.2e-26
PG4885	CP002686.1	16274436	16275000	-	AEC08574.1	3	4	0	0	2	0.64	0.76	7.1e-13
PG4886	CP002686.1	16293885	16293986	+	AEE82388.1	0	0	0	0	1	0.22	0.86	6.2e-16
PG4888	CP002686.1	16304047	16305099	+	AEE77947.1	5	15	6	2	2	0.99	0.47	5.3e-32
PG4889	CP002686.1	16306482	16306754	-	ANM65688.1	2	7	0	4	1	0.18	0.38	5.2e-16
PG4890	CP002686.1	16306908	16307049	+	AEE74057.1	1	1	0	1	1	0.16	0.69	7.8e-17
PG4891	CP002686.1	16311086	16311177	+	AEE78183.1	1	1	0	0	1	0.62	0.81	4.9e-14
PG4892	CP002686.1	16330980	16331788	+	AEE77728.1	0	2	0	1	2	0.33	0.30	3.3e-17
PG4893	CP002686.1	16345136	16350286	+	AEE79774.2	0	15	1	0	3	0.74	0.47	5.3e-25
PG4894	CP002686.1	16351696	16351794	-	AEE77954.1	0	0	0	0	1	0.10	0.73	7.9e-14
PG4896	CP002686.1	16401163	16401594	+	AEC10778.1	1	5	8	4	2	0.23	0.64	9.6e-24
PG4898	CP002686.1	16438384	16438584	-	AEC06002.1	0	0	0	1	1	0.58	0.66	5.8e-27
PG4899	CP002686.1	16438967	16439410	-	ANM65688.1	0	0	5	3	1	0.32	0.37	1.3e-26
PG4900	CP002686.1	16440774	16440854	-	ANM60608.1	0	0	0	2	1	0.15	0.79	2.2e-14
PG4901	CP002686.1	16498689	16498915	+	AED94885.1	1	1	0	2	1	0.29	0.60	1.1e-23
PG4902	CP002686.1	16499944	16502161	-	ANM66829.1	3	3	0	3	2	0.43	0.38	2.3e-42
PG4903	CP002686.1	16503311	16504027	-	AEE31669.1	0	0	5	2	1	0.79	0.54	5e-65
PG4904	CP002686.1	16518190	16518360	+	AEC10586.1	0	0	0	2	1	0.16	0.50	5.9e-18
PG4905	CP002686.1	16535620	16535757	+	AEE77509.1	0	0	1	0	1	0.19	0.60	1.6e-16
PG4906	CP002686.1	16587518	16587751	-	AEE27640.1	0	13	5	0	1	0.26	0.56	2.1e-12
PG4907	CP002686.1	16589647	16590624	-	AEE74775.1	3	15	20	0	1	0.69	0.23	1.8e-17
PG4908	CP002686.1	16591218	16591487	-	AEE84338.1	0	0	0	0	1	0.24	0.70	9.5e-36
PG4909	CP002686.1	16591497	16592582	-	AEE31993.1	0	5	12	1	1	0.59	0.27	7.9e-28
PG4910	CP002686.1	16593345	16594577	-	AEC05391.1	0	7	2	0	1	0.79	0.53	2.6e-110
PG4911	CP002686.1	16595061	16596219	+	ANM65688.1	2	2	0	0	1	0.81	0.59	1.7e-112
PG4912	CP002686.1	16601513	16603188	-	AEE77728.1	0	41	7	0	2	0.74	0.27	8.4e-22
PG4913	CP002686.1	16606779	16606877	+	AEC07687.1	0	0	0	1	1	0.30	0.71	3.3e-12
PG4914	CP002686.1	16637071	16638534	+	ANM65971.1	0	13	7	0	1	0.62	0.26	2.1e-49
PG4915	CP002686.1	16641700	16642002	+	ANM57940.1	0	0	2	1	1	0.73	0.32	6.2e-17
PG4916	CP002686.1	16645737	16646141	-	AEC06007.1	0	1	10	0	1	0.58	0.38	8.1e-17
PG4917	CP002686.1	16647311	16647382	+	AEE82386.1	0	0	0	0	1	0.14	0.92	2.9e-13
PG4918	CP002686.1	16670464	16670820	-	AEE77604.1	0	0	2	0	1	0.29	0.26	3e-10
PG4919	CP002686.1	16676591	16676689	+	AEE78331.1	0	0	0	0	1	0.17	0.82	7.5e-18
PG4920	CP002686.1	16681262	16681468	-	AEE78036.1	0	0	0	0	1	0.33	0.54	6.4e-22
PG4921	CP002686.1	16692275	16692388	-	AEE78039.1	0	0	0	0	1	0.32	1.00	1.5e-23
PG4922	CP002686.1	16692841	16694277	-	ANM66829.1	0	14	5	0	1	0.45	0.38	2.1e-65
PG4924	CP002686.1	16705707	16705982	-	AEE79651.1	2	8	1	3	1	0.18	0.66	8.7e-24
PG4925	CP002686.1	16707653	16707760	-	AEE78037.1	0	0	0	0	1	0.18	0.78	4.4e-20
PG4926	CP002686.1	16709121	16710746	-	AEE85585.1	0	5	12	1	1	0.95	0.32	1.5e-80
PG4927	CP002686.1	16711332	16711577	-	AEE84338.1	0	1	0	0	1	0.22	0.43	4.5e-22
PG4928	CP002686.1	16711587	16711902	-	AEE31993.1	1	1	0	0	1	0.17	0.39	2e-20
PG4930	CP002686.1	16714820	16714983	-	AEE77826.1	1	2	0	0	1	0.16	0.57	1.2e-15
PG4931	CP002686.1	16715395	16715553	-	AEE78043.1	0	0	0	0	1	0.11	0.98	3.7e-28
PG4932	CP002686.1	16717033	16717088	-	AEE84354.1	1	1	0	0	1	0.14	0.90	8.4e-08
PG4933	CP002686.1	16717597	16717803	-	AEE30570.1	0	3	0	1	1	0.26	0.54	4.3e-06
PG4934	CP002686.1	16717950	16718231	-	AEE80139.1	0	7	0	1	1	0.34	0.76	1.1e-37
PG4935	CP002686.1	16718670	16718747	-	AED91526.1	0	0	0	0	1	0.65	0.96	8.7e-17
PG4936	CP002686.1	16724565	16724648	-	AEE78049.1	0	0	0	0	1	0.10	0.76	5e-13
PG4937	CP002686.1	16724758	16725094	-	AEE78046.1	0	2	1	0	2	0.16	0.83	3e-21
PG4938	CP002686.1	16726878	16726964	+	AEE31881.1	0	0	0	0	1	0.13	0.80	2e-13
PG4940	CP002686.1	16732275	16732464	+	AEC06232.1	2	2	4	1	1	0.38	0.65	5.3e-22
PG4942	CP002686.1	16766620	16767412	-	AED97271.1	1	3	4	1	2	0.56	0.66	5.2e-17
PG4943	CP002686.1	16767994	16775010	+	AEE78055.1	0	0	0	0	2	0.78	0.66	1.9e-19
PG4944	CP002686.1	16799047	16800415	+	AEE85585.1	2	4	14	1	2	0.85	0.29	1.2e-22
PG4945	CP002686.1	16809573	16811197	-	ANM66829.1	1	11	5	1	1	0.51	0.43	2.6e-101
PG4946	CP002686.1	16813187	16813556	-	AEE30081.1	1	1	2	0	1	0.53	0.31	4.1e-21
PG4947	CP002686.1	16831394	16831727	-	AEC08278.1	1	1	0	0	2	0.21	0.77	3.1e-14
PG4948	CP002686.1	16851107	16851346	+	AED97429.1	0	0	2	2	1	0.18	0.63	3.5e-25
PG4951	CP002686.1	16884548	16884727	-	AEE31458.1	0	0	0	0	1	0.14	0.92	5.9e-27
PG4952	CP002686.1	16890846	16891052	+	ANM65688.1	0	0	0	0	1	0.14	0.51	4.2e-23
PG4954	CP002686.1	16957630	16962730	-	AEE85983.1	0	8	8	0	2	0.96	0.50	9.6e-23
PG4955	CP002686.1	16963253	16963575	+	AEE76880.1	1	1	1	2	1	0.15	0.46	2.3e-22
PG4956	CP002686.1	16971661	16971766	-	AEE78129.1	1	1	3	0	1	0.16	0.77	1.2e-14
PG4957	CP002686.1	16972069	16972667	+	AEE76340.1	1	2	0	3	2	0.16	0.72	3.3e-20
PG4958	CP002686.1	16972888	16973192	-	AEE75740.1	3	3	9	0	1	0.10	0.53	6.9e-19
PG4959	CP002686.1	16990108	17004867	-	AEE78141.1	2	5	0	2	8	1.00	0.88	1.1e-88
PG4960	CP002686.1	17011447	17011547	+	AED92159.1	1	1	0	0	1	0.21	0.77	4.6e-13
PG4961	CP002686.1	17032476	17032757	+	ANM65688.1	0	0	2	0	1	0.20	0.42	5.5e-20
PG4962	CP002686.1	17032902	17033249	+	AEE78148.1	4	8	18	2	1	0.15	0.61	1e-24
PG4963	CP002686.1	17035493	17035594	+	AEC08013.1	0	0	0	0	1	0.97	0.94	3.8e-22
PG4965	CP002686.1	17055994	17057103	+	AEE76453.1	1	12	14	1	2	0.82	0.30	4.2e-19
PG4966	CP002686.1	17058014	17058115	-	AEC08013.1	0	0	0	0	1	0.97	0.77	1.6e-16
PG4967	CP002686.1	17060528	17060635	-	AEE77903.1	0	0	0	1	1	0.49	0.73	2.7e-14
PG4968	CP002686.1	17063429	17063948	+	AED94885.1	2	2	0	0	1	0.67	0.62	2.4e-53
PG4969	CP002686.1	17064318	17066876	+	AEE78155.1	0	0	0	0	3	0.59	0.83	8.4e-53
PG4970	CP002686.1	17067675	17068433	+	ANM66829.1	0	15	0	0	1	0.23	0.29	1.7e-17
PG4971	CP002686.1	17113949	17114164	+	ANM62924.1	0	3	3	0	1	0.62	0.40	8.9e-11
PG4972	CP002686.1	17122942	17123400	-	AEE78033.1	0	12	6	1	2	0.28	0.65	2.7e-19
PG4973	CP002686.1	17145544	17145715	-	AEE85768.1	2	2	0	0	1	0.19	0.88	6.2e-24
PG4974	CP002686.1	17167014	17167164	-	AEE79550.1	1	1	2	0	1	0.22	0.64	1.2e-13
PG4975	CP002686.1	17167141	17167284	-	AEE31485.1	0	0	13	0	1	0.20	0.53	4.3e-11
PG4977	CP002686.1	17169634	17169704	-	ANM64470.1	1	1	0	0	1	0.77	0.92	1.8e-13
PG4978	CP002686.1	17176643	17177239	+	AEE28475.1	0	7	5	1	1	0.52	0.42	1.9e-33
PG4979	CP002686.1	17177533	17177649	-	AEE74057.1	0	0	0	0	1	0.13	0.68	1.6e-15
PG4980	CP002686.1	17188905	17189128	-	AEE78191.1	1	13	0	2	1	0.75	0.62	2.3e-19
PG4983	CP002686.1	17245192	17245491	+	AEE28379.1	0	1	1	1	1	0.99	0.44	1e-25
PG4984	CP002686.1	17249577	17250035	-	AEC08958.1	0	1	3	0	1	0.53	0.24	1.4e-11
PG4985	CP002686.1	17260911	17261039	+	AED95734.1	0	0	0	2	1	0.25	0.66	8.4e-17
PG4986	CP002686.1	17262090	17262753	+	AEE78210.1	5	5	7	2	2	0.24	0.64	2.4e-27
PG4987	CP002686.1	17270610	17270781	-	ANM61984.1	1	6	0	0	1	0.16	0.71	1.6e-19
PG4988	CP002686.1	17274173	17274451	+	AEE78219.1	3	5	7	1	1	0.40	0.69	1.3e-31
PG4990	CP002686.1	17279841	17280098	+	AEE83096.1	0	2	0	0	1	0.19	0.42	6.9e-17
PG4991	CP002686.1	17321211	17321516	+	AEE87140.1	0	5	7	2	1	0.90	0.68	4.5e-35
PG4992	CP002686.1	17332261	17332392	+	AED94885.1	0	0	0	0	1	0.17	0.60	1.4e-16
PG4993	CP002686.1	17352989	17353628	+	AEC08574.1	1	1	2	2	2	0.73	0.78	6.4e-13
PG4994	CP002686.1	17356729	17357025	+	AEE78248.1	0	0	1	2	1	0.28	0.76	3.9e-41
PG4995	CP002686.1	17382170	17382321	+	AEC05920.1	1	1	0	0	1	0.14	0.85	5.4e-21
PG4996	CP002686.1	17391722	17392130	+	ANM65688.1	1	1	0	2	1	0.28	0.43	5.5e-36
PG4997	CP002686.1	17392299	17392433	-	AEE78253.1	0	0	2	0	1	0.14	0.77	7.7e-21
PG4998	CP002686.1	17392747	17393353	-	AEE82675.1	2	2	4	0	2	0.30	0.85	6.2e-39
PG4999	CP002686.1	17394116	17394845	+	AEE82675.1	5	8	8	2	2	0.38	0.80	1.2e-39
PG5000	CP002686.1	17403129	17410487	+	AED95269.1	0	35	4	1	3	0.29	0.25	1e-11
PG5001	CP002686.1	17414425	17416228	-	ANM65971.1	0	11	12	0	2	0.73	0.32	3.8e-59
PG5002	CP002686.1	17430611	17432320	+	ANM65971.1	0	22	9	0	1	0.72	0.24	7.5e-49
PG5003	CP002686.1	17433459	17433960	+	ANM57940.1	0	1	0	0	2	0.99	0.93	3.6e-44
PG5004	CP002686.1	17435696	17436301	-	AEE31318.1	0	5	7	0	1	0.30	0.28	5.3e-16
PG5005	CP002686.1	17515231	17515482	+	ANM65688.1	0	0	0	2	1	0.18	0.41	1.1e-19
PG5006	CP002686.1	17580032	17580316	-	AEE82756.1	0	0	0	0	1	0.56	0.30	2.9e-13
PG5007	CP002686.1	17641437	17641697	+	AEC06008.1	0	0	4	0	1	0.16	0.61	1.3e-25
PG5009	CP002686.1	17658723	17658803	+	AEE77683.1	0	0	0	0	1	0.15	0.86	7.6e-17
PG5010	CP002686.1	17663454	17665114	-	AEE85585.1	1	2	14	0	1	0.99	0.34	1.8e-59
PG5011	CP002686.1	17665703	17665939	-	AEE84338.1	0	1	0	0	1	0.21	0.39	1.7e-19
PG5012	CP002686.1	17665958	17666512	-	AEE31993.1	0	0	4	0	1	0.30	0.37	5.1e-30
PG5013	CP002686.1	17728389	17728956	-	AEE78403.1	0	0	0	2	2	0.75	0.54	7.4e-21
PG5014	CP002686.1	17741054	17741718	+	AEE28527.1	1	7	10	2	1	0.75	0.30	3.5e-16
PG5015	CP002686.1	17742453	17742709	+	AED97667.1	0	0	3	0	2	0.27	0.84	3e-14
PG5016	CP002686.1	17774958	17775119	-	AED93230.1	0	0	0	0	1	0.26	0.66	1.3e-20
PG5017	CP002686.1	17844434	17844888	+	AEE75746.1	1	11	2	2	1	0.47	0.47	3.8e-22
PG5018	CP002686.1	17851879	17852277	-	AEE77101.1	2	9	7	0	1	0.32	0.34	1.7e-15
PG5019	CP002686.1	17863681	17865887	+	AEE82854.1	3	20	18	4	3	0.92	0.49	8.7e-42
PG5022	CP002686.1	17928749	17928935	-	AEE80090.1	1	1	0	4	1	0.10	0.70	1.3e-24
PG5024	CP002686.1	17959559	17960749	-	AEE77101.1	0	15	14	0	2	0.92	0.39	8.2e-19
PG5025	CP002686.1	17965897	17965983	+	AEE78462.1	0	0	0	1	1	0.15	0.63	1.1e-10
PG5026	CP002686.1	17979470	17980897	-	ANM66829.1	0	11	5	0	1	0.45	0.37	2.2e-69
PG5027	CP002686.1	17982245	17982652	-	AEE76453.1	0	3	1	0	1	0.33	0.23	0.0008
PG5028	CP002686.1	17984546	17984974	-	AEE82388.1	0	0	0	1	2	0.50	0.62	6.9e-19
PG5029	CP002686.1	18020624	18020872	-	AEE78440.1	0	0	39	0	1	0.54	0.45	2e-19
PG5030	CP002686.1	18025085	18025888	+	AEE77425.1	0	1	7	1	1	0.73	0.30	2.1e-29
PG5031	CP002686.1	18026376	18026723	+	AEE73843.1	0	0	4	2	1	0.23	0.79	7.3e-48
PG5032	CP002686.1	18027250	18027661	+	AED94624.1	0	0	1	0	2	0.32	0.89	1.6e-20
PG5033	CP002686.1	18106521	18106789	-	AEE78463.1	0	0	0	0	2	0.14	0.91	3.6e-16
PG5034	CP002686.1	18106928	18107103	+	AEE36301.1	2	2	0	0	1	0.17	0.76	2.1e-22
PG5037	CP002686.1	18184506	18184798	+	ANM64256.1	1	1	0	0	1	0.83	0.75	1.7e-43
PG5038	CP002686.1	18198566	18198726	+	AEE77434.2	1	1	4	0	1	0.15	0.54	5.4e-14
PG5039	CP002686.1	18198934	18199289	+	AEE31421.2	1	6	2	4	1	0.19	0.26	7.6e-14
PG5041	CP002686.1	18225523	18226811	-	AEC07500.1	0	5	6	0	3	0.98	0.67	7.3e-60
PG5043	CP002686.1	18269849	18270782	+	ANM65689.1	2	3	0	0	2	0.58	0.49	1.5e-47
PG5044	CP002686.1	18308618	18308710	+	ANM59607.1	0	0	0	2	1	0.14	0.78	1.3e-14
PG5045	CP002686.1	18336322	18336582	-	AEE33001.1	0	0	9	0	1	0.22	0.36	4.9e-17
PG5046	CP002686.1	18355582	18356514	+	AEE76668.1	0	46	19	2	1	0.87	0.33	6.6e-13
PG5047	CP002686.1	18357507	18357656	-	AEE77509.1	0	0	1	2	1	0.21	0.60	4e-17
PG5049	CP002686.1	18367055	18367298	+	AEE32504.1	1	11	1	0	1	0.17	0.51	7.4e-12
PG5051	CP002686.1	18483990	18484391	+	AEE85101.1	0	5	2	2	1	0.34	0.45	3.2e-26
PG5052	CP002686.1	18519445	18519792	-	ANM65688.1	0	0	0	0	1	0.24	0.52	5.2e-35
PG5053	CP002686.1	18520072	18520316	-	AEC07661.1	1	1	0	0	1	0.18	0.71	7.9e-29
PG5055	CP002686.1	18520856	18521041	+	AEE33674.1	0	3	0	2	1	0.18	0.54	1.4e-16
PG5056	CP002686.1	18531840	18532246	-	AEE82808.1	2	8	4	5	1	0.39	0.49	5.5e-22
PG5057	CP002686.1	18543416	18543899	+	AED98332.1	2	2	4	1	2	0.33	0.50	5.8e-22
PG5059	CP002686.1	18642172	18642654	+	AEC07061.1	0	3	15	0	1	0.58	0.45	1.3e-26
PG5060	CP002686.1	18643143	18643446	+	AEE82909.1	3	3	1	3	1	0.70	0.52	1.2e-20
PG5061	CP002686.1	18646043	18646502	+	AEE32407.1	2	2	6	2	1	0.73	0.71	1.4e-49
PG5062	CP002686.1	18685454	18686095	+	AEE31972.1	0	6	0	2	1	0.94	0.68	1.7e-64
PG5063	CP002686.1	18720476	18720568	+	AEE77509.1	0	2	0	1	1	0.12	0.59	7e-10
PG5064	CP002686.1	18730657	18730815	+	AEE78669.1	2	3	13	0	1	0.32	0.66	2.4e-17
PG5067	CP002686.1	18770323	18770417	-	AED97983.1	2	2	0	0	1	0.12	0.62	1.8e-08
PG5068	CP002686.1	18791570	18792379	+	AEE31669.1	0	22	8	0	1	0.83	0.24	5.1e-16
PG5069	CP002686.1	18794150	18795583	+	ANM66829.1	0	0	6	0	1	0.46	0.39	1.2e-91
PG5070	CP002686.1	18803315	18803437	+	AEE33723.1	0	0	0	0	1	0.14	0.62	1.8e-15
PG5073	CP002686.1	18831169	18831258	+	AED96400.1	0	0	0	0	1	0.11	0.94	5.7e-17
PG5074	CP002686.1	18831974	18832225	-	AEC06950.1	0	1	7	0	1	0.51	0.36	7.6e-13
PG5075	CP002686.1	18832749	18833047	-	AEC06952.1	1	1	20	0	1	0.68	0.44	2.2e-17
PG5077	CP002686.1	18927756	18927955	+	AEC06232.1	1	1	3	2	1	0.39	0.56	2.4e-17
PG5079	CP002686.1	18983066	18983354	+	AEE78945.1	1	2	1	0	1	0.18	0.92	8.4e-44
PG5081	CP002686.1	19099930	19100439	+	AEE78797.1	0	0	49	1	1	0.24	0.66	4.1e-31
PG5082	CP002686.1	19134616	19134787	-	AED95084.1	2	2	2	1	1	0.19	0.70	7.7e-17
PG5083	CP002686.1	19152744	19152848	-	AEE78821.1	0	0	0	0	1	0.97	0.89	2.7e-16
PG5084	CP002686.1	19153144	19153253	-	AEE78822.1	1	2	6	0	1	0.91	0.75	2e-14
PG5085	CP002686.1	19290340	19290974	+	AEC05981.1	0	0	0	1	2	0.30	0.80	5.7e-55
PG5086	CP002686.1	19295215	19295325	+	AEE79325.1	0	1	0	1	1	0.14	0.76	3e-13
PG5087	CP002686.1	19310080	19310362	-	AEE32078.1	1	2	1	1	1	0.25	0.69	4.8e-30
PG5088	CP002686.1	19313443	19314077	-	AEE76533.1	1	8	3	4	2	0.46	0.49	9.5e-17
PG5089	CP002686.1	19404708	19404820	+	AEE27429.1	1	2	2	0	1	0.21	0.66	1.1e-15
PG5090	CP002686.1	19479087	19480211	+	AEC09895.1	0	3	4	1	2	0.86	0.36	1.3e-24
PG5091	CP002686.1	19488194	19488332	+	AEE78909.1	1	3	1	1	1	0.12	0.65	3.8e-13
PG5092	CP002686.1	19525217	19530729	+	ANM65628.1	1	47	11	3	3	0.97	0.48	1.4e-61
PG5093	CP002686.1	19577852	19578009	-	AED92159.1	1	1	0	2	1	0.33	0.76	8.6e-23
PG5094	CP002686.1	19586350	19586855	-	AEC09818.1	1	1	7	1	2	0.16	0.62	1.7e-17
PG5095	CP002686.1	19612277	19612558	-	AEE79009.1	0	3	1	0	1	0.24	0.89	3e-43
PG5096	CP002686.1	19622376	19622477	-	AEC08013.1	0	0	0	0	1	0.97	0.91	1.2e-21
PG5097	CP002686.1	19638315	19639269	-	AED94288.1	1	8	38	0	1	0.86	0.40	9.9e-25
PG5098	CP002686.1	19667251	19667451	-	ANM60709.1	0	7	0	3	1	0.39	0.43	3.4e-10
PG5099	CP002686.1	19670422	19670532	+	AED94777.1	0	0	0	0	1	0.22	0.63	9.1e-12
PG5100	CP002686.1	19671355	19675352	+	AEE79033.1	0	2	0	0	2	0.56	0.65	1e-17
PG5101	CP002686.1	19763390	19763614	+	ANM63860.1	0	0	2	2	1	0.15	0.46	7.3e-18
PG5102	CP002686.1	19800364	19800729	-	AED90569.1	2	7	0	5	1	0.35	0.33	9.3e-15
PG5103	CP002686.1	19803027	19803245	+	AEE79089.1	1	1	2	0	2	0.12	0.88	5.8e-10
PG5104	CP002686.1	19856745	19856864	+	AED96216.1	0	0	4	0	1	0.12	0.64	2.3e-10
PG5105	CP002686.1	19977604	19977775	-	AEE79164.1	2	2	0	1	1	0.10	0.76	2.3e-25
PG5106	CP002686.1	20022215	20022508	-	AED94019.1	0	0	2	0	1	0.29	0.55	1.7e-27
PG5108	CP002686.1	20033643	20033746	-	AEC09882.1	1	1	4	1	1	0.10	0.65	4.5e-12
PG5109	CP002686.1	20066941	20067353	+	AEE74325.1	3	5	6	1	1	0.75	0.48	7e-26
PG5111	CP002686.1	20188156	20188431	-	AED93184.1	2	2	6	2	1	0.16	0.58	2.1e-20
PG5112	CP002686.1	20209516	20209651	-	AEC07306.1	1	1	1	0	1	0.18	0.60	1e-14
PG5114	CP002686.1	20308345	20308653	-	AEE77604.1	0	0	7	0	1	0.26	0.23	1.2e-09
PG5115	CP002686.1	20348770	20348965	+	AEE79357.1	1	1	0	0	1	0.23	0.89	1.2e-29
PG5116	CP002686.1	20350676	20350814	+	AEE79313.1	1	1	2	0	1	0.10	0.86	1e-17
PG5118	CP002686.1	20487234	20487443	+	AEE79360.1	0	0	0	0	1	0.13	0.92	1.9e-32
PG5119	CP002686.1	20487972	20488475	-	AEE79418.1	0	5	4	1	1	0.99	0.50	8.8e-47
PG5120	CP002686.1	20539305	20539853	-	AEC10048.1	2	10	14	3	1	0.51	0.34	1.5e-14
PG5121	CP002686.1	20655991	20656059	+	AEE31881.1	0	0	0	1	1	0.10	0.79	2.1e-11
PG5122	CP002686.1	20676581	20676730	+	AEE79425.1	0	0	1	0	1	0.11	0.65	2.7e-16
PG5125	CP002686.1	20876627	20877358	+	AEE85265.1	0	19	18	1	1	0.55	0.32	6.1e-20
PG5126	CP002686.1	20893591	20893773	+	AEC05607.1	0	1	0	1	1	0.16	0.48	4.2e-16
PG5127	CP002686.1	20954877	20954954	+	AEE79353.1	0	0	2	0	1	0.10	0.69	3.9e-12
PG5128	CP002686.1	21003412	21003813	+	AEE79699.1	1	1	33	2	2	0.21	0.70	3.2e-17
PG5129	CP002686.1	21004414	21004569	-	AEE79698.1	0	0	0	1	1	0.19	0.83	4.7e-25
PG5130	CP002686.1	21004880	21005224	-	AEE79691.1	0	9	0	1	1	0.30	0.31	9.7e-09
PG5131	CP002686.1	21005374	21006267	-	AEE79553.1	1	4	0	0	3	0.19	0.76	2.2e-20
PG5132	CP002686.1	21041939	21042139	+	AEE79698.1	0	0	0	0	1	0.25	0.69	1.8e-25
PG5134	CP002686.1	21131479	21131669	+	AEC07661.1	1	1	0	0	1	0.14	0.72	1.3e-20
PG5135	CP002686.1	21132089	21132208	+	ANM70023.1	0	0	0	0	1	0.10	0.90	9.3e-21
PG5136	CP002686.1	21132486	21132815	+	AED97280.1	2	4	7	2	1	0.24	0.80	8.9e-38
PG5137	CP002686.1	21195875	21196282	-	AEC08948.1	0	3	6	3	1	0.36	0.33	2e-17
PG5138	CP002686.1	21196293	21196364	+	AEE79635.1	0	0	0	0	1	0.11	0.84	2.7e-14
PG5139	CP002686.1	21322564	21323340	+	AEC05547.1	0	0	6	0	1	0.66	0.29	4.2e-42
PG5140	CP002686.1	21324142	21325353	+	AEE31993.1	0	5	20	0	1	0.67	0.31	1.7e-29
PG5141	CP002686.1	21325372	21325761	+	AEE84338.1	0	1	7	0	1	0.36	0.30	5.3e-19
PG5142	CP002686.1	21326194	21327855	+	AEE85585.1	0	0	14	0	1	0.99	0.33	7e-40
PG5143	CP002686.1	21346662	21346817	-	AEE79698.1	0	0	0	0	1	0.19	0.85	6.2e-25
PG5144	CP002686.1	21418191	21418439	-	AEE28466.1	0	0	0	1	1	0.51	0.88	3.7e-41
PG5145	CP002686.1	21423623	21423864	+	AEE79707.1	1	3	0	0	2	0.14	0.89	7.6e-20
PG5146	CP002686.1	21425479	21425920	+	AEE33386.1	1	1	4	3	1	0.99	0.60	9.2e-43
PG5147	CP002686.1	21436341	21436548	+	ANM61984.1	1	6	1	0	1	0.21	0.62	3.6e-20
PG5149	CP002686.1	21567940	21568186	-	ANM63461.1	1	2	19	2	1	0.31	0.43	7.5e-10
PG5150	CP002686.1	21591158	21591388	-	AEE79754.1	0	0	0	1	1	0.23	0.39	8.6e-16
PG5152	CP002686.1	21767302	21775139	-	AED94307.1	0	0	1	0	2	0.23	0.75	7.7e-22
PG5153	CP002686.1	21786405	21786539	+	AEC07579.1	0	0	0	1	1	0.16	0.96	2.8e-21
PG5154	CP002686.1	21792376	21793856	-	AEE79836.1	0	6	3	0	4	1.00	0.65	4.6e-54
PG5155	CP002686.1	21877230	21884072	+	AEE79886.1	2	5	16	2	2	0.32	0.73	9e-41
PG5156	CP002686.1	21975305	21975591	-	ANM63882.1	0	0	1	1	2	0.45	0.81	2.3e-15
PG5157	CP002686.1	21975750	21975912	-	AEE80179.1	1	1	2	0	1	0.19	0.82	7.5e-23
PG5158	CP002686.1	21975941	21976097	+	AEE79924.1	1	4	5	1	1	0.28	0.74	2.9e-17
PG5159	CP002686.1	22018360	22018556	-	AEE79947.1	2	3	0	2	1	0.13	0.76	9.9e-25
PG5160	CP002686.1	22030640	22031073	-	AEE79952.1	0	0	0	1	3	0.62	0.83	1.5e-14
PG5161	CP002686.1	22059106	22059570	-	AEE35021.1	0	0	2	1	1	0.24	0.46	1.2e-39
PG5162	CP002686.1	22060005	22061252	+	AEE76453.1	0	7	9	0	2	0.89	0.28	1.8e-18
PG5163	CP002686.1	22062489	22063866	+	ANM66829.1	1	2	61	0	1	0.50	0.35	3.5e-63
PG5164	CP002686.1	22090751	22090873	+	AED94469.1	0	0	0	1	1	0.14	0.79	2.1e-19
PG5165	CP002686.1	22171741	22171902	-	AEE28011.1	0	0	0	1	1	0.11	0.53	2.2e-17
PG5167	CP002686.1	22203860	22204186	+	AEE74775.1	0	0	0	0	1	0.23	0.64	1.6e-41
PG5168	CP002686.1	22232029	22237075	-	AEE80132.1	0	0	0	0	2	0.99	0.92	3.8e-46
PG5169	CP002686.1	22237692	22242251	-	AEE78043.1	0	0	0	0	2	0.14	0.90	3.5e-35
