#chr	start	end	strand	query	frac	ins	del	shift	stop	expect	ident	polya	type
CP002685.1	167531	167644	+	AT3G45190.1	0.05	0	0	0	1	9e-08	0.868	0	FRAG
CP002685.1	184251	184421	+	AT3G28899.1	0.92	0	0	0	2	3e-15	0.737	3	PSSD
CP002685.1	214573	214680	+	AT1G14980.1	0.53	0	16	0	0	1e-09	0.596	3	FRAG
CP002685.1	338842	339039	+	AT2G01810.1	0.09	3	1	0	1	3e-20	0.791	0	FRAG
CP002685.1	478504	478789	+	AT2G02020.1	0.20	1	16	1	1	2e-08	0.523	3	FRAG
CP002685.1	542003	542170	+	AT1G61070.1	0.74	0	0	0	0	1e-14	0.607	2	PSSD
CP002685.1	742354	742560	+	AT2G02630.1	0.16	0	0	0	2	1e-22	0.710	0	FRAG
CP002685.1	742590	743256	+	AT2G02630.1	0.51	8	9	2	5	5e-56	0.547	3	FRAG
CP002685.1	756908	758283	+	AT2G43220.1	0.86	11	11	1	0	8e-87	0.385	0	FRAG
CP002685.1	781347	781706	+	AT3G11460.1	0.19	11	8	2	4	3e-12	0.630	0	FRAG
CP002685.1	850343	850477	+	AT4G02510.1	0.03	0	0	0	0	6e-14	0.889	0	FRAG
CP002685.1	879405	880737	+	AT5G37470.1	0.97	9	166	6	0	9e-37	0.444	0	PSSD
CP002685.1	886072	886419	+	AT2G33175.1	0.73	0	10	0	1	2e-21	0.516	3	PSSD
CP002685.1	895995	896342	+	AT2G33175.1	0.73	0	10	0	1	2e-21	0.516	3	PSSD
CP002685.1	950161	951190	+	AT3G43210.1	0.30	26	6	6	9	9e-09	0.40	3	FRAG
CP002685.1	1050226	1050330	+	AT1G01073.1	0.97	0	0	0	0	2e-07	0.886	0	FRAG
CP002685.1	1093413	1093589	+	AT2G03610.1	0.27	1	0	0	1	9e-15	0.644	3	FRAG
CP002685.1	1099094	1100127	+	AT2G03560.1	0.80	23	36	5	4	7e-70	0.515	3	PSSD
CP002685.1	1219281	1219896	+	AT3G43580.1	1.00	3	0	1	0	7e-59	0.698	0	PSSD
CP002685.1	1220127	1221600	+	AT2G03932.1	0.84	6	5	5	1	1e-10	0.64	0	DUP
CP002685.1	1221998	1222132	+	AT2G03938.1	0.92	0	0	0	0	3e-20	1.000	0	PSSD
CP002685.1	1243663	1243983	+	AT2G03936.1	1.00	30	2	2	4	9e-11	0.528	0	PSSD
CP002685.1	1251739	1252280	+	AT4G08691.1	0.97	21	1	1	0	7e-21	0.451	0	PSSD
CP002685.1	1252700	1252903	+	AT5G01080.1	0.36	2	1	0	0	2e-09	0.493	0	FRAG
CP002685.1	1272506	1272910	+	AT2G15025.1	0.72	6	1	3	1	7e-11	0.540	0	PSSD
CP002685.1	1293112	1293485	+	AT2G04925.1	1.00	0	0	0	0	1e-40	0.87	0	DUP
CP002685.1	1317226	1317425	+	AT2G04045.1	0.62	1	2	1	1	2e-09	0.536	0	FRAG
CP002685.1	1340065	1340636	+	AT5G41660.1	0.47	2	0	1	1	1e-34	0.812	0	FRAG
CP002685.1	1365346	1365556	+	AT3G43572.1	1.00	1	0	1	0	7e-11	0.629	0	PSSD
CP002685.1	1387761	1387925	+	AT3G57750.1	0.16	1	0	0	0	2e-11	0.855	0	FRAG
CP002685.1	1388311	1388490	+	AT3G51540.1	0.14	0	0	0	0	4e-08	0.833	0	FRAG
CP002685.1	1388502	1388768	+	AT5G59150.1	0.41	0	0	0	1	2e-37	0.921	0	FRAG
CP002685.1	1399630	1401268	+	AT3G18150.1	0.99	33	6	2	2	3e-114	0.62	0	DUP
CP002685.1	1422347	1423398	+	AT1G43760.1	0.61	11	38	3	4	6e-07	0.247	0	FRAG
CP002685.1	1438374	1438774	+	AT4G03566.1	0.89	4	3	1	2	1e-21	0.409	3	PSSD
CP002685.1	1441536	1441711	+	AT2G34880.1	0.07	1	0	1	2	2e-08	0.661	3	FRAG
CP002685.1	1470620	1471426	+	AT4G05380.1	0.98	1	4	1	0	3e-79	0.72	3	DUP
CP002685.1	1605722	1606151	+	AT4G07666.1	0.42	1	1	1	1	3e-25	0.736	3	FRAG
CP002685.1	1609971	1610219	+	AT3G61440.3	0.20	0	0	0	0	3e-10	0.78	0	FRAG
CP002685.1	1649158	1652169	+	AT3G24580.1	0.70	8	6	2	4	6e-34	0.54	0	DUP
CP002685.1	1692722	1693465	+	AT2G03560.1	0.57	10	13	5	2	1e-33	0.464	0	FRAG
CP002685.1	1772241	1772579	+	AT5G41220.1	0.19	2	1	2	1	6e-11	0.456	3	FRAG
CP002685.1	1794372	1795095	+	AT3G27140.1	0.77	22	0	3	3	6e-103	0.90	0	DUP
CP002685.1	1795174	1795302	+	AT5G19270.1	0.12	0	0	0	0	2e-08	0.674	3	FRAG
CP002685.1	1840642	1841054	+	AT2G33175.1	0.77	13	4	4	1	5e-21	0.620	1	PSSD
CP002685.1	1853902	1854900	+	AT2G37690.1	0.27	1	0	1	0	4e-18	0.95	3	DUP
CP002685.1	1868399	1868758	+	AT5G33330.1	0.68	1	5	0	4	3e-13	0.360	0	FRAG
CP002685.1	1874040	1874997	+	AT3G18310.1	0.39	18	32	10	9	2e-46	0.607	0	FRAG
CP002685.1	1877408	1877624	+	AT1G27190.1	0.12	3	0	2	1	2e-07	0.781	3	FRAG
CP002685.1	1878759	1879057	+	AT3G20090.1	0.26	5	3	1	1	1e-30	0.716	3	FRAG
CP002685.1	1880830	1881246	+	AT5G25600.1	0.42	0	0	0	0	2e-26	0.669	0	FRAG
CP002685.1	1886094	1886968	+	AT1G10000.1	0.96	2	0	1	0	2e-58	0.658	3	PSSD
CP002685.1	1896081	1896243	+	AT2G04370.1	0.70	1	3	1	0	6e-10	0.789	2	FRAG
CP002685.1	1931293	1932717	+	AT3G23955.2	0.86	5	1	1	1	7e-116	0.75	0	DUP
CP002685.1	1944548	1944853	+	AT4G05632.1	0.51	3	0	2	4	2e-13	0.673	0	FRAG
CP002685.1	2072393	2073232	+	AT2G02030.1	0.93	7	33	4	3	4e-23	0.601	0	PSSD
CP002685.1	2115758	2116625	+	AT3G24255.1	0.36	28	6	4	7	6e-15	0.356	3	FRAG
CP002685.1	2147183	2148288	+	AT2G41500.1	0.66	10	1	4	1	6e-141	0.795	3	FRAG
CP002685.1	2154670	2154876	+	AT3G11310.1	0.13	0	0	0	0	1e-18	0.696	0	FRAG
CP002685.1	2160407	2160770	+	AT3G11310.1	0.23	2	5	1	0	5e-44	0.794	3	FRAG
CP002685.1	2170571	2170729	+	AT4G08039.1	0.72	3	0	0	3	8e-12	0.824	0	PSSD
CP002685.1	2190732	2190985	+	AT3G32905.1	1.00	1	0	1	1	5e-21	0.718	3	PSSD
CP002685.1	2202669	2202872	+	AT2G06570.1	0.25	2	0	2	0	9e-07	0.456	0	FRAG
CP002685.1	2256761	2257905	+	AT1G73100.1	0.77	3	135	1	0	8e-57	0.385	0	FRAG
CP002685.1	2282560	2282792	+	ATCG00670.1	0.40	1	0	1	0	5e-22	0.833	3	FRAG
CP002685.1	2293751	2294013	+	AT5G01080.1	0.47	3	1	1	1	5e-08	0.461	3	FRAG
CP002685.1	2295405	2295801	+	AT2G06570.1	0.48	1	0	1	1	5e-26	0.500	3	FRAG
CP002685.1	2298311	2298789	+	AT3G32050.1	0.67	1	0	1	1	2e-32	0.89	1	DUP
CP002685.1	2369942	2371231	+	AT3G24255.1	0.50	40	10	6	10	1e-10	0.43	0	DUP
CP002685.1	2474212	2474767	+	AT1G40083.1	0.98	1	21	1	0	1e-23	0.65	0	DUP
CP002685.1	2483710	2484531	+	AT2G06845.1	0.79	28	0	2	1	3e-22	0.372	0	FRAG
CP002685.1	2485356	2485517	+	AT4G05553.1	0.50	0	1	0	1	2e-13	0.655	0	FRAG
CP002685.1	2536395	2536581	+	AT5G45570.1	0.07	1	1	1	0	7e-09	0.635	0	FRAG
CP002685.1	2560467	2560897	+	AT4G07666.1	0.42	3	0	1	0	2e-26	0.736	0	FRAG
CP002685.1	2560931	2561223	+	AT3G43480.1	0.61	1	0	1	0	8e-08	0.378	0	FRAG
CP002685.1	2583899	2584182	+	AT5G51570.1	0.20	4	0	1	3	2e-07	0.85	3	FRAG
CP002685.1	2614823	2616121	+	AT3G24255.1	0.50	0	0	0	1	2e-23	0.52	0	DUP
CP002685.1	2618597	2619115	+	AT1G31150.1	0.25	5	0	0	0	5e-20	0.382	0	FRAG
CP002685.1	2621759	2622127	+	AT5G30520.1	0.79	0	0	0	1	1e-08	0.46	0	FRAG
CP002685.1	2697299	2697541	+	AT5G38510.1	0.24	3	25	0	1	3e-18	0.547	3	FRAG
CP002685.1	2753558	2754962	+	AT3G01345.1	1.00	11	6	1	2	4e-86	0.555	0	PSSD
CP002685.1	2766762	2767513	+	AT2G07240.1	0.32	4	31	2	1	5e-24	0.445	0	FRAG
CP002685.1	2809743	2809902	+	AT2G09388.1	0.35	1	0	1	1	3e-10	0.679	0	FRAG
CP002685.1	2823777	2825558	+	AT4G03740.1	0.84	17	0	4	3	4e-35	0.72	3	DUP
CP002685.1	2834889	2835129	+	ATMG01250.1	0.67	2	3	1	0	2e-21	0.663	0	FRAG
CP002685.1	2835417	2836799	+	AT4G29090.1	0.88	2	46	2	8	5e-26	0.268	0	FRAG
CP002685.1	2854525	2857702	+	AT2G36710.1	1.00	39	13	3	6	5e-106	0.82	0	DUP
CP002685.1	2865596	2865844	+	AT2G36710.1	0.20	0	0	0	2	2e-20	0.614	0	FRAG
CP002685.1	2883595	2883937	+	AT1G36100.1	0.70	4	18	2	3	1e-09	0.451	3	FRAG
CP002685.1	2884076	2884408	+	AT3G33393.1	0.68	1	1	1	0	1e-12	0.58	0	DUP
CP002685.1	2885471	2885721	+	AT3G32190.1	0.23	1	0	1	0	3e-15	0.583	1	FRAG
CP002685.1	2893058	2893308	+	AT5G48910.1	0.13	2	3	2	3	2e-11	0.663	1	FRAG
CP002685.1	2920216	2920633	+	AT1G34070.1	0.46	1	2	1	1	9e-33	0.574	0	FRAG
CP002685.1	2955798	2959947	+	AT3G18330.1	0.99	10	33	7	1	4e-88	0.72	0	DUP
CP002685.1	2973640	2974551	+	AT3G25270.1	0.90	2	5	0	1	1e-70	0.466	0	PSSD
CP002685.1	3037115	3037483	+	AT5G30520.1	0.79	0	0	0	0	7e-18	0.52	0	DUP
CP002685.1	3132899	3133503	+	AT5G27460.1	0.35	3	0	3	4	8e-28	0.82	3	DUP
CP002685.1	3178805	3179254	+	AT4G03566.1	1.00	0	0	0	0	2e-77	0.913	0	PSSD
CP002685.1	3179375	3179506	+	AT3G27140.1	0.18	0	0	0	0	9e-10	0.773	3	FRAG
CP002685.1	3187040	3188419	+	ATCG01000.1	1.00	1	1	1	1	4e-76	0.87	0	DUP
CP002685.1	3260447	3260766	+	ATMG01040.1	1.00	1	0	1	0	5e-45	1.000	0	PSSD
CP002685.1	3279117	3279609	+	ATMG00940.1	1.00	1	0	1	0	1e-87	1.000	0	PSSD
CP002685.1	3296088	3296448	+	ATMG00840.1	1.00	1	1	1	0	2e-37	0.992	0	PSSD
CP002685.1	3308902	3309228	+	ATMG00760.1	1.00	0	0	0	0	1e-08	1.000	0	FRAG
CP002685.1	3314075	3314407	+	ATMG00050.1	0.85	0	1	0	2	2e-50	0.893	0	PSSD
CP002685.1	3314949	3315038	+	ATMG00030.1	0.28	0	0	0	0	3e-08	0.833	0	FRAG
CP002685.1	3333304	3338523	+	ATMG00285.1	0.61	0	0	0	0	2e-24	1.00	0	DUP
CP002685.1	3336948	3337333	+	ATMG01330.1	1.00	3	0	2	0	4e-33	0.984	0	PSSD
CP002685.1	3356766	3357065	+	ATMG01240.1	1.00	2	0	2	0	7e-29	1.000	0	PSSD
CP002685.1	3364892	3365223	+	ATMG01180.1	1.00	1	0	1	0	1e-44	1.000	0	PSSD
CP002685.1	3368151	3369305	+	AT2G07741.1	1.00	0	0	0	1	4e-169	0.995	0	PSSD
CP002685.1	3381359	3381598	+	AT1G65346.1	0.66	0	0	0	0	3e-31	1.000	0	FRAG
CP002685.1	3390694	3394531	+	ATMG00510.1	0.82	0	0	0	0	3e-83	0.99	0	DUP
CP002685.1	3413400	3413877	+	ATMG00560.1	0.42	16	1	1	11	2e-17	0.459	0	FRAG
CP002685.1	3414026	3414884	+	ATMG00570.1	1.00	1	0	1	0	2e-138	1.000	0	PSSD
CP002685.1	3427275	3427373	+	AT2G07707.1	0.21	0	0	0	0	2e-12	0.970	0	FRAG
CP002685.1	3448964	3449259	+	AT2G34520.1	0.60	1	0	1	1	7e-26	0.798	0	FRAG
CP002685.1	3461206	3461358	+	AT5G42905.1	0.16	10	0	0	0	9e-08	0.451	0	FRAG
CP002685.1	3461913	3462035	+	ATMG01060.1	0.38	0	0	0	1	8e-09	0.805	0	FRAG
CP002685.1	3466756	3467058	+	ATMG00260.1	1.00	0	0	0	1	4e-48	0.990	0	PSSD
CP002685.1	3596043	3596365	+	AT1G80300.1	0.17	6	2	3	6	5e-08	0.445	0	FRAG
CP002685.1	3703540	3703698	+	AT2G09388.1	0.35	0	0	0	3	2e-08	0.642	0	FRAG
CP002685.1	3707505	3708665	+	AT2G09388.1	1.00	0	0	0	1	5e-27	0.87	0	DUP
CP002685.1	3782570	3782841	+	AT5G18360.1	0.10	1	0	1	1	4e-29	0.780	0	FRAG
CP002685.1	3782947	3784034	+	AT5G18340.1	0.79	6	0	1	3	4e-137	0.826	0	PSSD
CP002685.1	3784993	3794581	+	AT5G18330.1	0.61	6	0	2	3	1e-35	0.76	0	DUP
CP002685.1	3896855	3897106	+	AT3G33494.1	0.43	2	1	2	2	7e-11	0.718	0	FRAG
CP002685.1	3924895	3925764	+	AT1G10000.1	0.94	7	3	0	3	2e-25	0.328	0	FRAG
CP002685.1	3925836	3927543	+	AT2G06500.1	0.73	13	3	2	3	5e-37	0.50	0	DUP
CP002685.1	3928020	3928817	+	AT3G47680.1	0.97	10	32	5	4	6e-21	0.411	3	PSSD
CP002685.1	3938140	3940959	+	AT5G45570.1	0.90	48	42	6	9	1e-75	0.47	0	DUP
CP002685.1	4019781	4020376	+	AT2G16800.1	0.70	5	62	3	8	4e-12	0.372	0	FRAG
CP002685.1	4078272	4078577	+	AT5G26622.1	0.35	0	2	0	0	1e-18	0.519	0	FRAG
CP002685.1	4155768	4156207	+	AT5G29210.1	0.93	4	2	4	5	2e-14	0.716	0	PSSD
CP002685.1	4211907	4212656	+	AT1G64295.1	0.74	0	12	0	3	5e-96	0.706	3	PSSD
CP002685.1	4221624	4221813	+	AT2G22940.1	0.62	1	0	1	0	2e-21	0.889	0	FRAG
CP002685.1	4223690	4223935	+	AT3G61028.2	0.30	7	0	0	0	5e-36	0.878	0	FRAG
CP002685.1	4227067	4227256	+	AT2G22940.1	0.62	1	0	1	0	2e-21	0.889	0	FRAG
CP002685.1	4227825	4228737	+	AT3G30320.1	0.37	27	8	6	4	1e-16	0.43	0	DUP
CP002685.1	4229649	4230163	+	AT3G42723.1	0.20	16	5	1	1	3e-08	0.367	0	FRAG
CP002685.1	4251428	4251977	+	AT4G05360.1	0.25	1	3	1	0	6e-30	0.801	0	FRAG
CP002685.1	4260993	4261844	+	AT2G06845.1	0.82	1	1	0	3	1e-41	0.44	0	DUP
CP002685.1	4293953	4294222	+	AT5G40595.1	0.63	2	1	0	1	8e-14	0.495	0	FRAG
CP002685.1	4327263	4327523	+	AT1G43722.1	0.27	2	1	2	2	2e-23	0.807	1	FRAG
CP002685.1	4334990	4335676	+	AT1G36675.1	0.66	11	0	3	2	2e-16	0.64	1	DUP
CP002685.1	4340239	4340418	+	AT3G09510.1	0.12	0	0	0	0	7e-08	0.500	0	FRAG
CP002685.1	4362380	4362991	+	AT5G32590.1	0.27	0	0	0	1	6e-66	0.755	0	FRAG
CP002685.1	4363387	4364561	+	AT3G30230.1	0.71	7	10	5	4	1e-80	0.65	0	DUP
CP002685.1	4364851	4365122	+	AT3G30222.1	1.00	1	0	1	3	3e-11	0.670	3	PSSD
CP002685.1	4414188	4414769	+	AT3G24255.1	0.23	30	3	3	2	4e-18	0.398	0	FRAG
CP002685.1	4416845	4417141	+	AT1G60720.1	0.35	0	3	0	0	1e-10	0.363	0	FRAG
CP002685.1	4418636	4418886	+	AT2G02520.1	0.40	2	1	1	1	7e-07	0.388	2	FRAG
CP002685.1	4440958	4441495	+	AT5G56060.1	0.66	4	0	1	0	4e-19	0.55	0	DUP
CP002685.1	4487891	4488355	+	AT1G67020.1	0.24	0	0	0	0	2e-30	0.458	0	FRAG
CP002685.1	4489061	4489333	+	AT3G29750.1	0.22	0	2	0	0	7e-11	0.344	0	FRAG
CP002685.1	4524730	4524953	+	AT1G18770.1	0.68	4	0	1	0	2e-10	0.440	0	FRAG
CP002685.1	4646539	4646970	+	AT3G33528.1	0.96	1	0	0	0	5e-27	0.67	0	DUP
CP002685.1	4652165	4652265	+	AT2G13720.1	0.15	1	0	1	0	9e-08	0.824	2	FRAG
CP002685.1	4659580	4660039	+	AT2G29605.1	0.37	6	0	1	2	2e-07	0.536	0	FRAG
CP002685.1	4665534	4666928	+	AT3G17450.1	0.48	55	11	2	11	2e-16	0.251	3	FRAG
CP002685.1	4792222	4792799	+	AT3G42940.1	1.00	1	0	1	2	4e-46	0.860	3	PSSD
CP002685.1	4800488	4801465	+	AT2G40955.1	0.47	18	5	4	8	9e-17	0.275	0	FRAG
CP002685.1	4830686	4831244	+	AT3G17910.1	0.42	4	6	4	1	7e-12	0.72	3	DUP
CP002685.1	4833107	4833619	+	AT3G04100.1	0.83	0	0	0	1	6e-66	0.930	3	PSSD
CP002685.1	4909283	4909402	+	AT2G12280.1	0.44	0	0	0	0	3e-16	1.000	3	FRAG
CP002685.1	4924714	4937739	+	AT2G32295.1	0.31	14	2	4	4	2e-16	0.74	0	DUP
CP002685.1	4938064	4938552	+	AT5G51530.1	0.12	2	5	2	2	5e-17	0.61	0	DUP
CP002685.1	4940294	4940699	+	AT5G05160.1	0.22	2	3	2	5	9e-27	0.669	3	FRAG
CP002685.1	5017125	5017961	+	AT4G05360.1	0.34	10	0	0	0	4e-74	0.73	3	DUP
CP002685.1	5033818	5034126	+	AT2G13510.1	0.36	0	0	0	1	3e-12	0.350	0	FRAG
CP002685.1	5037232	5037417	+	AT1G66235.1	0.22	3	0	0	0	4e-08	0.516	1	FRAG
CP002685.1	5038493	5039963	+	AT4G29090.1	0.98	5	76	4	5	4e-112	0.430	3	PSSD
CP002685.1	5078713	5079579	+	AT1G10000.1	0.95	8	5	0	0	7e-41	0.422	0	PSSD
CP002685.1	5082256	5082749	+	AT1G47660.1	0.59	1	32	1	0	3e-14	0.55	3	DUP
CP002685.1	5176858	5177520	+	AT2G04420.1	1.00	0	0	0	1	5e-75	0.584	3	PSSD
CP002685.1	5214712	5215115	+	AT3G27160.1	0.73	3	0	1	1	2e-24	0.926	2	PSSD
CP002685.1	5401088	5403018	+	AT2G12940.1	1.00	3	11	0	2	2e-28	0.67	0	DUP
CP002685.1	5428731	5430296	+	AT2G12900.1	1.00	2	11	0	1	1e-43	0.72	0	DUP
CP002685.1	5463165	5463293	+	AT3G42155.1	0.26	0	0	0	1	3e-08	0.651	0	FRAG
CP002685.1	5473800	5473961	+	AT2G06908.1	0.39	0	0	0	1	3e-07	0.704	0	FRAG
CP002685.1	5496553	5496845	+	AT1G47680.1	0.98	2	5	1	2	2e-14	0.641	0	PSSD
CP002685.1	5501010	5501781	+	AT2G12940.1	0.71	4	11	3	2	4e-23	0.59	0	DUP
CP002685.1	5623078	5623529	+	AT5G36228.1	0.42	1	1	1	2	6e-12	0.336	0	FRAG
CP002685.1	5625969	5627199	+	AT4G29090.1	0.75	2	19	2	3	5e-10	0.360	2	FRAG
CP002685.1	5717281	5717603	+	AT4G15975.1	0.46	1	0	1	1	2e-38	0.806	1	FRAG
CP002685.1	5800331	5800648	+	AT3G15030.1	0.34	7	40	4	3	3e-10	0.555	0	FRAG
CP002685.1	5801258	5801666	+	AT1G36020.1	1.00	3	2	2	0	1e-23	0.87	0	DUP
CP002685.1	5816956	5817224	+	AT1G53340.1	0.13	5	0	1	8	2e-14	0.557	0	FRAG
CP002685.1	5831630	5831862	+	AT3G60040.1	0.09	1	1	1	2	2e-21	0.747	0	FRAG
CP002685.1	5837716	5839743	+	AT1G53340.1	1.00	12	3	0	0	0.0	0.813	0	PSSD
CP002685.1	5844029	5859193	+	AT5G02330.1	1.00	12	113	3	1	0.0	0.67	0	DUP
CP002685.1	5937494	5937625	+	AT3G43940.1	0.21	3	0	0	0	2e-07	0.568	0	FRAG
CP002685.1	5947854	5948320	+	AT3G25440.1	0.29	2	7	1	2	2e-08	0.69	0	FRAG
CP002685.1	5948488	5948901	+	AT1G17340.1	0.13	2	0	2	1	6e-26	0.81	2	DUP
CP002685.1	6046987	6047211	+	AT1G32720.1	0.41	0	0	0	0	6e-21	0.920	1	FRAG
CP002685.1	6101566	6101694	+	AT1G52950.1	0.08	0	0	0	1	2e-07	0.698	0	FRAG
CP002685.1	6109678	6182033	+	AT2G14290.1	0.62	9	40	2	2	2e-07	0.42	0	FRAG
CP002685.1	6112174	6112323	+	AT5G35688.1	1.00	0	0	0	0	1e-13	0.780	3	PSSD
CP002685.1	6122493	6122760	+	AT3G33494.1	0.46	1	2	1	1	9e-11	0.604	0	FRAG
CP002685.1	6164161	6164268	+	AT2G25370.1	0.06	0	0	0	0	7e-07	0.806	0	FRAG
CP002685.1	6164788	6164991	+	AT2G31480.1	0.14	0	0	0	0	8e-24	0.971	0	FRAG
CP002685.1	6202988	6204705	+	AT2G18510.1	0.93	8	15	1	3	3e-33	0.76	3	DUP
CP002685.1	6277100	6277237	+	AT1G65730.1	0.07	0	0	0	0	6e-11	0.674	3	FRAG
CP002685.1	6296271	6296446	+	AT2G14700.1	0.27	1	0	1	0	1e-11	0.915	0	FRAG
CP002685.1	6317869	6318052	+	AT2G13430.1	0.34	1	0	1	1	3e-09	0.607	0	FRAG
CP002685.1	6355031	6356892	+	AT3G44713.1	0.85	36	22	2	1	3e-110	0.74	0	DUP
CP002685.1	6371901	6373022	+	AT4G37870.1	0.44	17	14	3	5	4e-22	0.59	1	DUP
CP002685.1	6439323	6439693	+	AT4G09490.1	0.73	1	0	1	0	3e-11	0.444	3	PSSD
CP002685.1	6503108	6506167	+	AT5G49430.1	0.81	9	124	5	3	6e-97	0.62	3	DUP
CP002685.1	6507539	6508871	+	AT5G27060.1	0.50	2	33	2	0	8e-54	0.586	0	FRAG
CP002685.1	6558409	6558735	+	AT2G15220.1	0.48	0	0	0	0	3e-43	0.963	0	FRAG
CP002685.1	6558725	6558895	+	AT2G15090.1	0.12	0	0	0	0	6e-27	1.000	1	FRAG
CP002685.1	6646972	6647105	+	AT5G53150.1	0.06	1	0	1	0	9e-11	0.889	0	FRAG
CP002685.1	6717778	6718374	+	AT1G47660.1	0.63	5	8	0	0	3e-27	0.75	0	DUP
CP002685.1	6763635	6764301	+	AT1G34140.1	0.52	31	18	2	2	6e-29	0.410	3	FRAG
CP002685.1	6793736	6794234	+	AT3G24255.1	0.23	2	6	2	2	1e-18	0.422	3	FRAG
CP002685.1	6862877	6864065	+	AT4G29090.1	0.71	9	21	1	2	1e-07	0.295	0	FRAG
CP002685.1	6899771	6899929	+	AT2G15830.1	0.80	0	0	0	0	2e-09	0.755	3	FRAG
CP002685.1	6904455	6904737	+	AT2G32080.1	0.22	1	0	1	0	2e-13	0.82	0	DUP
CP002685.1	6943109	6944771	+	AT3G42170.1	0.82	50	63	4	2	9e-07	0.259	0	FRAG
CP002685.1	6965390	6966170	+	AT1G52950.1	0.36	33	4	1	7	2e-16	0.37	0	FRAG
CP002685.1	6991054	6991887	+	AT4G04650.1	0.84	0	0	0	0	2e-71	0.583	3	PSSD
CP002685.1	7005808	7005933	+	AT3G55005.1	0.16	0	0	0	0	3e-13	0.905	0	FRAG
CP002685.1	7006657	7007571	+	AT3G47680.1	0.98	12	4	0	0	5e-36	0.741	3	PSSD
CP002685.1	7032272	7032522	+	AT3G28210.1	0.45	3	0	3	4	2e-09	0.643	0	FRAG
CP002685.1	7044969	7045322	+	AT4G39260.3	0.95	0	0	0	1	2e-24	0.70	0	DUP
CP002685.1	7172201	7172387	+	AT2G16570.1	0.11	2	2	2	1	1e-12	0.723	0	FRAG
CP002685.1	7291989	7292465	+	AT2G16810.1	0.54	1	2	0	2	2e-30	0.615	0	FRAG
CP002685.1	7292508	7292697	+	AT2G16850.1	0.23	2	0	2	1	1e-18	0.875	0	FRAG
CP002685.1	7319887	7320672	+	AT2G16890.1	0.84	7	4	3	2	1e-72	0.742	0	PSSD
CP002685.1	7321301	7321593	+	AT1G10400.1	0.20	7	1	1	0	8e-08	0.566	0	FRAG
CP002685.1	7361664	7361783	+	AT2G16950.1	0.05	0	4	0	0	2e-08	0.773	0	FRAG
CP002685.1	7428623	7429913	+	AT2G17080.1	1.00	2	5	1	1	1e-40	0.72	0	DUP
CP002685.1	7524702	7524839	+	AT3G29830.1	0.10	0	0	0	0	1e-07	0.543	0	FRAG
CP002685.1	7533289	7533411	+	AT2G17310.1	0.11	0	0	0	0	1e-09	0.732	3	FRAG
CP002685.1	7589808	7590264	+	AT3G22350.1	0.38	13	1	4	0	2e-11	0.558	0	FRAG
CP002685.1	7777299	7777924	+	AT2G41590.1	0.57	1	1	1	0	3e-24	0.338	0	FRAG
CP002685.1	7780820	7782148	+	AT4G29090.1	0.79	1	14	0	0	2e-53	0.370	3	FRAG
CP002685.1	7838770	7839064	+	AT2G18030.2	0.38	0	0	0	0	5e-26	0.90	0	DUP
CP002685.1	7844447	7844812	+	AT5G42895.1	1.00	0	0	0	1	8e-38	0.811	1	PSSD
CP002685.1	7852529	7853732	+	AT1G70770.1	0.56	28	31	5	9	2e-16	0.47	0	DUP
CP002685.1	7956872	7957540	+	AT3G19880.1	0.58	12	11	2	6	3e-34	0.502	0	FRAG
CP002685.1	7960352	7960564	+	ATMG00450.1	0.67	0	0	0	0	3e-31	0.972	0	FRAG
CP002685.1	8023698	8024354	+	AT2G18490.1	0.99	3	29	3	2	2e-52	0.590	0	PSSD
CP002685.1	8039927	8040852	+	AT3G46160.1	0.79	10	7	3	2	3e-108	0.797	3	PSSD
CP002685.1	8076891	8077141	+	AT5G01080.1	0.46	2	1	1	0	7e-08	0.424	3	FRAG
CP002685.1	8198605	8198718	+	AT2G05350.1	0.08	1	0	0	0	2e-10	0.895	0	FRAG
CP002685.1	8333775	8334381	+	AT3G25080.1	0.88	3	3	2	0	1e-16	0.54	0	DUP
CP002685.1	8353651	8353941	+	AT1G08520.1	0.10	19	0	0	6	2e-13	0.526	0	FRAG
CP002685.1	8442781	8443306	+	AT3G32920.2	0.56	2	0	2	1	4e-13	0.92	0	DUP
CP002685.1	8449104	8449295	+	AT1G63640.1	0.08	0	19	0	1	1e-09	0.494	3	FRAG
CP002685.1	8540557	8540849	+	AT5G42905.1	0.37	3	0	1	2	3e-17	0.474	3	FRAG
CP002685.1	8804535	8804738	+	AT3G63052.1	1.00	4	0	2	1	5e-11	0.868	3	PSSD
CP002685.1	8847454	8848161	+	AT2G20540.1	0.58	10	80	6	3	7e-11	0.532	0	FRAG
CP002685.1	8963089	8963521	+	AT4G00416.1	0.87	4	0	1	3	5e-30	0.660	3	PSSD
CP002685.1	9018578	9019036	+	AT2G21045.1	0.62	24	1	2	5	2e-14	0.60	0	DUP
CP002685.1	9019647	9020068	+	AT1G21280.1	0.62	1	5	1	2	8e-18	0.390	0	FRAG
CP002685.1	9026002	9026420	+	AT2G20990.1	0.28	1	10	1	0	3e-51	0.793	0	FRAG
CP002685.1	9057562	9057751	+	AT5G24520.1	0.19	1	2	1	0	7e-07	0.600	0	FRAG
CP002685.1	9064093	9064280	+	AT2G13430.1	0.37	1	3	1	1	8e-09	0.636	0	FRAG
