# Intersecting genes (threshold: 60.0%)
# Total genes in file1: 3705
# Total genes in file2: 7859
# Total matches found: 2598
# Match percentage: 70.12%
# Average values:
#   pseudopipe coverage: 0.53
#   pseudoscope coverage: 0.57
#   pseudopipe identity: 0.66
#   pseudoscope identity: 0.63
#   overlap: 94.93%

# chrom	ppipe_start	ppipe_end	pscope_start	pscope_end	ppipe_cov	pscope_cov	ppipe_ident	pscope_ident	overlap
CP002685.1	4909283	4909402	4909283	4909399	0.44	0.43	1.00	1.00	97.50%
CP002685.1	4938064	4938552	4938037	4938777	0.12	0.15	0.61	0.63	100.00%
CP002685.1	4940294	4940699	4940320	4940696	0.22	0.20	0.67	0.67	92.86%
CP002685.1	5017125	5017961	5012506	5017964	0.34	0.50	0.73	0.63	100.00%
CP002685.1	5033818	5034126	5033743	5034177	0.36	0.43	0.35	0.28	100.00%
CP002685.1	5037232	5037417	5037238	5037414	0.22	0.20	0.52	0.53	95.16%
CP002685.1	5038493	5039963	5038559	5039676	0.98	0.65	0.43	0.50	76.00%
CP002685.1	5078713	5079579	5078491	5079573	0.95	0.65	0.42	0.32	99.31%
CP002685.1	5082256	5082749	5082370	5082722	0.59	0.31	0.55	0.70	71.46%
CP002685.1	5176858	5177520	5175808	5185511	1.00	0.96	0.58	0.34	100.00%
CP002685.1	5214712	5215115	5210099	5220375	0.73	0.78	0.93	0.28	100.00%
CP002685.1	5401088	5403018	5401088	5403021	1.00	1.00	0.67	0.80	100.00%
CP002685.1	5428731	5430296	5428731	5438559	1.00	1.00	0.72	0.64	100.00%
CP002685.1	5463165	5463293	5460150	5463293	0.26	0.93	0.65	0.69	100.00%
CP002685.1	5473800	5473961	5473451	5474816	0.39	0.36	0.70	0.76	100.00%
CP002685.1	5496553	5496845	5496562	5496842	0.98	0.94	0.64	0.64	95.90%
CP002685.1	5501010	5501781	5501046	5501762	0.71	0.65	0.59	0.67	92.88%
CP002685.1	5623078	5623529	5623084	5623586	0.42	0.98	0.34	0.81	98.67%
CP002685.1	5625969	5627199	5625966	5627388	0.75	0.86	0.36	0.34	100.00%
CP002685.1	5717281	5717603	5717281	5717600	0.46	0.46	0.81	0.81	99.07%
CP002685.1	5800331	5800648	5800316	5800645	0.34	0.35	0.56	0.67	99.06%
CP002685.1	5801258	5801666	5801258	5801663	1.00	0.99	0.87	0.90	99.27%
CP002685.1	5831630	5831862	5829353	5857532	0.09	1.00	0.75	0.74	100.00%
CP002685.1	5837716	5839743	5829353	5857532	1.00	1.00	0.81	0.74	100.00%
CP002685.1	5844029	5859193	5829353	5857532	1.00	1.00	0.67	0.74	89.05%
CP002685.1	5937494	5937625	5937335	5937634	0.21	0.19	0.57	0.27	100.00%
CP002685.1	5947854	5948320	5947848	5948317	0.29	0.29	0.69	0.74	99.36%
CP002685.1	6046987	6047211	6046728	6047133	0.41	0.51	0.92	0.77	65.33%
CP002685.1	6101566	6101694	6101566	6101691	0.08	0.07	0.70	0.70	97.67%
CP002685.1	6112174	6112323	6111955	6112320	1.00	0.89	0.78	0.52	98.00%
CP002685.1	6122493	6122760	6121374	6123874	0.46	1.00	0.60	0.79	100.00%
CP002685.1	6164161	6164268	6164161	6164265	0.06	0.06	0.81	0.81	97.22%
CP002685.1	6164788	6164991	6164788	6164988	0.14	0.14	0.97	0.97	98.53%
CP002685.1	6202988	6204705	6202988	6204233	0.93	0.55	0.76	0.76	72.53%
CP002685.1	6277100	6277237	6277103	6277240	0.07	0.07	0.67	0.66	97.83%
CP002685.1	6296271	6296446	6296271	6296443	0.27	0.26	0.92	0.92	98.30%
CP002685.1	6317869	6318052	6317921	6318097	0.34	0.33	0.61	0.55	71.74%
CP002685.1	6371901	6373022	6371901	6373019	0.44	0.44	0.59	0.82	99.73%
CP002685.1	6439323	6439693	6438075	6439663	0.73	0.94	0.44	0.30	91.91%
CP002685.1	6503108	6506167	6503108	6506164	0.81	0.81	0.62	0.72	99.90%
CP002685.1	6507539	6508871	6507539	6508868	0.50	0.50	0.59	0.58	99.77%
CP002685.1	6558409	6558735	6558409	6558744	0.48	0.50	0.96	0.93	100.00%
CP002685.1	6646972	6647105	6646972	6647075	0.06	0.05	0.89	0.86	77.61%
CP002685.1	6717778	6718374	6717778	6718371	0.63	0.63	0.75	0.77	99.50%
CP002685.1	6793736	6794234	6793569	6794174	0.23	0.42	0.42	0.43	87.98%
CP002685.1	6862877	6864065	6862836	6864086	0.71	0.75	0.29	0.32	100.00%
CP002685.1	6899771	6899929	6897935	6903331	0.80	0.87	0.76	0.32	100.00%
CP002685.1	6904455	6904737	6904539	6904734	0.22	0.22	0.82	0.66	69.26%
CP002685.1	6943109	6944771	6943205	6944285	0.82	0.56	0.26	0.28	65.00%
CP002685.1	6965390	6966170	6965559	6966167	0.36	0.28	0.37	0.38	77.98%
CP002685.1	6991054	6991887	6990976	6991941	0.84	0.90	0.58	0.59	100.00%
CP002685.1	7005808	7005933	7005808	7005930	0.16	0.16	0.91	0.91	97.62%
CP002685.1	7006657	7007571	7006657	7007568	0.98	0.98	0.74	0.74	99.67%
CP002685.1	7044969	7045322	7044975	7045301	0.95	0.62	0.70	0.32	92.37%
CP002685.1	7172201	7172387	7172247	7172384	0.11	0.08	0.72	0.82	73.80%
CP002685.1	7291989	7292465	7292067	7292492	0.54	0.32	0.61	0.40	83.65%
CP002685.1	7292508	7292697	7292550	7292712	0.23	0.25	0.88	0.71	77.89%
CP002685.1	7319887	7320672	7319887	7321941	0.84	0.90	0.74	0.76	100.00%
CP002685.1	7321301	7321593	7319887	7321941	0.20	0.90	0.57	0.76	100.00%
CP002685.1	7428623	7429913	7428623	7429910	1.00	1.00	0.72	0.71	99.77%
CP002685.1	7533289	7533411	7533289	7533408	0.11	0.11	0.73	0.73	97.56%
CP002685.1	7589808	7590264	7589727	7590282	0.38	0.47	0.56	0.50	100.00%
CP002685.1	7780820	7782148	7780820	7782484	0.79	0.99	0.37	0.34	100.00%
CP002685.1	7844447	7844812	7844444	7844809	1.00	0.94	0.81	0.76	99.18%
CP002685.1	8023698	8024354	8023464	8024231	0.99	0.83	0.59	0.51	81.28%
CP002685.1	8076891	8077141	8076381	8077507	0.46	0.93	0.42	0.65	100.00%
CP002685.1	8198605	8198718	8198605	8198715	0.08	0.08	0.90	0.90	97.37%
CP002685.1	8353651	8353941	8353651	8353980	0.10	0.12	0.53	0.48	100.00%
CP002685.1	8449104	8449295	8449104	8449292	0.08	0.08	0.49	0.49	98.44%
CP002685.1	8540557	8540849	8540643	8540849	0.37	0.27	0.47	0.46	70.65%
CP002685.1	8804535	8804738	8804535	8804701	1.00	0.85	0.87	0.91	81.86%
CP002685.1	8847454	8848161	8847515	8848119	0.58	0.52	0.53	0.53	85.45%
CP002685.1	8963089	8963521	8963086	8963518	0.87	0.87	0.66	0.66	99.31%
CP002685.1	9019647	9020068	9019539	9020056	0.62	0.76	0.39	0.37	97.16%
CP002685.1	9064093	9064280	9064093	9064277	0.37	0.36	0.64	0.64	98.40%
CP002685.1	9305949	9306560	9306090	9306599	0.40	0.23	0.60	0.54	76.96%
CP002685.1	9339166	9339474	9339166	9339471	0.84	0.83	0.62	0.62	99.03%
CP002685.1	9503574	9504553	9503499	9504497	0.96	0.82	0.73	0.49	94.29%
CP002685.1	9570981	9571307	9570981	9571304	0.96	0.96	0.46	0.39	99.08%
CP002685.1	9592151	9592393	9592151	9592390	1.00	0.99	0.60	0.60	98.77%
CP002685.1	9651689	9652182	9651668	9652173	0.39	0.37	0.64	0.49	98.18%
CP002685.1	9653635	9654529	9653641	9654526	0.99	0.98	0.46	0.46	98.99%
CP002685.1	9773159	9773412	9773156	9773409	0.08	0.08	0.74	0.79	98.82%
CP002685.1	10064205	10065748	10064423	10065745	0.81	0.59	0.67	0.69	85.69%
CP002685.1	10134778	10135393	10134787	10135390	0.88	0.86	0.47	0.47	98.05%
CP002685.1	10157099	10157641	10157099	10157638	0.75	0.74	0.85	0.81	99.45%
CP002685.1	10160436	10160648	10160424	10160645	0.09	0.09	0.69	0.65	98.59%
CP002685.1	10163393	10163981	10163393	10163978	0.21	0.21	0.67	0.71	99.49%
CP002685.1	10298099	10298530	10298099	10298518	0.18	0.17	0.66	0.67	97.22%
CP002685.1	10409354	10410051	10409458	10410048	0.71	0.59	0.56	0.63	84.67%
CP002685.1	10536848	10537805	10536827	10537802	0.77	0.77	0.61	0.69	99.69%
CP002685.1	10539106	10545677	10539091	10545740	0.95	0.97	0.74	0.68	100.00%
CP002685.1	10547818	10549482	10547818	10549425	0.99	0.96	0.33	0.33	96.58%
CP002685.1	10549774	10550227	10549774	10550224	1.00	0.99	0.55	0.55	99.34%
CP002685.1	10635269	10636114	10635191	10642381	0.32	0.64	0.30	0.41	100.00%
CP002685.1	10639359	10640061	10635191	10642381	0.36	0.64	0.88	0.41	100.00%
CP002685.1	10640709	10641779	10635191	10642381	1.00	0.64	0.92	0.41	100.00%
CP002685.1	10644687	10645007	10644727	10644987	0.43	0.35	0.68	0.35	81.31%
CP002685.1	10648554	10650196	10648554	10651790	0.40	0.75	0.74	0.74	100.00%
CP002685.1	10651605	10651793	10648554	10651790	0.07	0.75	0.76	0.74	98.41%
CP002685.1	10803989	10812187	10803989	10812036	0.71	0.62	0.61	0.60	98.16%
CP002685.1	10939040	10939412	10939040	10939409	0.94	0.93	0.90	0.71	99.20%
CP002685.1	11045029	11045382	11045029	11045406	0.11	0.12	0.48	0.38	100.00%
CP002685.1	11161686	11162270	11161686	11162261	0.51	0.51	0.60	0.77	98.46%
CP002685.1	11221264	11221445	11221264	11221442	1.00	0.98	0.81	0.81	98.35%
CP002685.1	11504876	11505288	11504840	11505354	0.21	0.40	0.39	0.37	100.00%
CP002685.1	11711091	11711309	11711091	11711315	0.43	0.44	0.45	0.45	100.00%
CP002685.1	11735933	11737296	11735933	11737182	0.92	0.77	0.69	0.75	91.64%
CP002685.1	11896053	11896605	11896065	11896602	0.98	0.95	0.67	0.68	97.29%
CP002685.1	11929710	11930196	11929724	11930193	0.31	0.30	0.70	0.70	96.51%
CP002685.1	12216368	12216900	12216471	12216906	0.25	0.22	0.41	0.41	80.68%
CP002685.1	12465852	12468458	12465795	12469458	0.72	0.99	0.52	0.57	100.00%
CP002685.1	12468770	12469461	12465795	12469458	0.22	0.99	0.65	0.57	99.57%
CP002685.1	12584496	12584941	12584496	12584890	0.55	0.39	0.76	0.72	88.57%
CP002685.1	12803378	12803692	12803324	12803689	0.83	0.96	0.45	0.42	99.05%
CP002685.1	12810583	12810788	12810607	12810785	0.41	0.35	0.59	0.61	86.89%
CP002685.1	13483459	13483965	13483459	13483903	0.24	0.20	0.80	0.80	87.77%
CP002685.1	13909760	13909867	13909760	13909864	0.19	0.18	0.86	0.86	97.22%
CP002685.1	15346325	15346438	15346325	15346438	0.13	0.13	0.79	0.77	100.00%
CP002685.1	15389159	15389338	15389159	15389335	0.50	0.49	0.62	0.62	98.33%
CP002685.1	15399919	15400313	15399919	15400310	0.26	0.25	0.71	0.71	99.24%
CP002685.1	15733486	15733637	15733530	15733634	0.10	0.07	0.78	0.89	69.08%
CP002685.1	15842273	15842596	15842273	15842593	0.25	0.25	0.72	0.78	99.07%
CP002685.1	17225603	17225734	17225603	17225731	0.92	0.90	0.70	0.70	97.73%
CP002685.1	17258280	17258612	17258370	17258609	0.46	0.35	0.65	0.75	72.07%
CP002685.1	17341382	17342905	17341382	17343043	0.91	0.99	0.36	0.34	100.00%
CP002685.1	17365205	17365453	17365205	17365450	0.19	0.18	0.52	0.52	98.80%
CP002685.1	17690619	17690717	17690619	17690714	0.20	0.19	0.88	0.88	96.97%
CP002685.1	17789005	17789298	17789011	17789343	0.36	0.29	0.63	0.29	97.96%
CP002685.1	18051767	18051898	18051761	18051895	0.08	0.17	0.57	0.56	97.73%
CP002685.1	18221571	18221681	18221571	18221705	0.13	0.16	0.97	0.70	100.00%
CP002685.1	18324980	18325291	18324872	18325291	0.75	0.20	0.81	0.41	100.00%
CP002685.1	18350910	18351137	18350910	18351499	0.14	0.56	0.54	0.76	100.00%
CP002685.1	18496810	18496896	18496810	18496893	0.25	0.24	0.93	0.93	96.55%
CP002685.1	18663747	18664060	18663747	18664057	0.09	0.09	0.81	0.80	99.04%
CP002685.1	19075553	19075996	19075559	19075993	0.43	0.41	0.48	0.45	97.97%
CP002685.1	19202089	19202514	19202227	19202520	0.30	0.12	0.55	0.42	67.61%
CP002685.1	19202827	19203018	19202827	19203015	0.10	0.12	0.67	0.59	98.44%
CP002688.1	137234	139211	137718	139208	0.93	0.72	0.56	0.69	75.38%
CP002688.1	140311	141284	139236	141227	0.89	0.95	0.59	0.67	94.15%
CP002688.1	355019	355146	355019	355143	0.08	0.07	0.77	0.77	97.66%
CP002688.1	453814	454291	453814	454288	0.68	0.68	0.88	0.82	99.37%
CP002688.1	507610	507768	507610	507756	0.21	0.20	0.70	0.70	92.45%
CP002688.1	659995	660464	660004	660404	0.24	0.21	0.50	0.52	85.32%
CP002688.1	1218279	1218638	1218279	1218665	0.84	0.99	0.32	0.27	100.00%
CP002688.1	1386686	1387728	1386686	1387725	0.92	0.92	0.85	0.91	99.71%
CP002688.1	1817802	1817906	1817799	1817933	0.14	0.18	0.83	0.72	100.00%
CP002688.1	1868797	1869123	1868797	1869114	0.14	0.14	0.66	0.67	97.25%
CP002688.1	2038817	2039221	2038843	2039157	0.72	0.58	0.73	0.71	77.78%
CP002688.1	2226633	2226821	2226391	2226818	0.17	0.42	0.73	0.66	98.41%
CP002688.1	3247496	3247597	3247496	3247594	0.85	0.82	1.00	1.00	97.06%
CP002688.1	3786167	3786652	3786083	3786667	0.39	0.49	0.47	0.33	100.00%
CP002688.1	4139332	4139724	4139320	4139742	0.72	0.81	0.44	0.37	100.00%
CP002688.1	4189829	4190062	4189826	4190059	0.31	0.31	0.46	0.46	98.72%
CP002688.1	4321870	4323924	4322431	4323921	0.93	0.72	0.57	0.68	72.55%
CP002688.1	4325089	4325961	4323949	4325973	0.88	0.99	0.60	0.67	100.00%
CP002688.1	4326003	4326114	4326003	4326111	1.00	0.97	0.92	0.92	97.32%
CP002688.1	4530144	4530331	4530144	4530287	0.37	0.27	0.64	0.69	76.60%
CP002688.1	4791575	4791676	4791575	4791673	0.15	0.15	0.97	0.97	97.06%
CP002688.1	5390739	5392019	5390517	5392244	0.60	0.79	0.24	0.47	100.00%
CP002688.1	5460200	5460319	5460200	5460463	0.22	0.13	0.78	0.65	100.00%
CP002688.1	5593445	5593783	5593436	5593780	0.39	0.41	0.57	0.47	99.12%
CP002688.1	5627913	5628002	5627913	5629852	0.27	0.47	0.97	0.94	100.00%
CP002688.1	6017006	6017164	6017006	6017167	0.10	0.10	0.79	0.78	100.00%
CP002688.1	6208931	6210335	6209009	6210614	0.84	0.95	0.36	0.33	94.45%
CP002688.1	6441962	6442072	6441971	6442069	0.12	0.11	0.89	0.97	89.19%
CP002688.1	6982408	6982585	6982414	6982924	0.17	0.82	0.84	0.79	96.63%
CP002688.1	7027976	7029623	7028123	7031173	0.72	0.87	0.47	0.27	91.08%
CP002688.1	7299986	7300321	7299905	7300318	0.78	0.94	0.60	0.53	99.11%
CP002688.1	8002971	8003090	8002977	8003087	0.13	0.12	0.68	0.71	92.50%
CP002688.1	8089400	8090398	8088704	8090326	0.98	0.95	0.39	0.33	92.79%
CP002688.1	8133499	8134125	8133499	8134042	0.63	0.54	0.78	0.89	86.76%
CP002688.1	8292810	8293286	8292810	8293283	0.33	0.33	0.91	0.91	99.37%
CP002688.1	8401606	8401891	8401543	8401800	0.79	0.75	0.56	0.48	68.18%
CP002688.1	8426024	8426783	8425985	8426485	0.71	0.54	0.43	0.39	60.79%
CP002688.1	8452162	8452633	8452162	8452669	0.37	0.39	0.73	0.71	100.00%
CP002688.1	8505203	8506426	8505203	8506423	0.86	0.86	0.80	0.79	99.75%
CP002688.1	8555435	8555591	8555459	8555588	0.12	0.09	0.73	0.78	82.80%
CP002688.1	8666327	8666662	8666327	8666725	0.54	0.68	0.62	0.60	100.00%
CP002688.1	8700690	8700872	8700690	8700869	0.98	0.97	0.59	0.59	98.36%
CP002688.1	8828662	8828833	8828662	8828830	0.12	0.12	0.75	0.75	98.26%
CP002688.1	8829105	8829500	8829105	8829497	0.39	0.39	0.54	0.54	99.24%
CP002688.1	8972458	8972559	8972458	8972556	0.67	0.65	0.91	0.91	97.06%
CP002688.1	9220799	9221658	9220100	9221658	0.78	0.86	0.51	0.71	100.00%
CP002688.1	9281837	9281926	9281837	9281923	0.17	0.16	0.93	0.93	96.67%
CP002688.1	9283553	9284024	9283553	9284030	0.91	0.86	0.67	0.65	100.00%
CP002688.1	9415941	9416803	9415248	9416902	0.85	0.97	0.40	0.33	100.00%
CP002688.1	9494058	9494171	9494037	9494168	0.75	0.86	0.82	0.71	97.37%
CP002688.1	9517402	9517984	9517402	9517930	0.92	0.83	0.49	0.48	90.74%
CP002688.1	9602355	9602999	9601724	9602978	0.87	0.97	0.66	0.32	96.74%
CP002688.1	9738007	9738915	9737965	9738580	0.62	0.43	0.42	0.45	63.15%
CP002688.1	9871059	9871837	9870144	9871804	0.99	0.98	0.50	0.35	95.76%
CP002688.1	9913701	9913925	9913386	9913868	0.13	0.31	0.35	0.26	74.67%
CP002688.1	9914291	9916017	9914821	9916014	0.85	0.64	0.33	0.34	69.14%
CP002688.1	9916670	9917888	9916463	9917996	0.48	0.98	0.38	0.41	100.00%
CP002688.1	9925519	9926399	9925788	9926396	0.56	0.38	0.28	0.26	69.13%
CP002688.1	9927078	9927824	9927162	9928358	0.55	0.64	0.35	0.35	88.76%
CP002688.1	9929025	9929377	9928821	9930397	0.16	0.98	0.43	0.34	100.00%
CP002688.1	9929564	9930409	9928821	9930397	0.95	0.98	0.47	0.34	98.58%
CP002688.1	9954795	9955299	9954795	9955317	0.27	0.28	0.59	0.79	100.00%
CP002688.1	9970184	9970361	9970196	9970358	0.08	0.08	0.78	0.80	91.57%
CP002688.1	10056527	10057684	10056530	10057690	0.17	0.17	0.71	0.78	99.74%
CP002688.1	10150774	10151067	10150774	10151088	0.28	0.30	0.49	0.47	100.00%
CP002688.1	10171055	10171235	10171055	10171232	0.13	0.13	0.80	0.80	98.34%
CP002688.1	10186328	10186438	10186328	10186435	0.22	0.22	0.89	0.89	97.30%
CP002688.1	10219677	10220785	10216611	10224674	0.32	1.00	0.51	0.69	100.00%
CP002688.1	10261017	10262282	10261017	10262702	0.60	0.66	0.75	0.73	100.00%
CP002688.1	10306550	10307921	10306526	10308136	0.65	0.76	0.86	0.86	100.00%
CP002688.1	10348326	10348472	10348326	10348463	0.21	0.20	0.94	0.98	93.88%
CP002688.1	10413195	10413873	10410618	10416705	0.49	0.98	0.54	0.45	100.00%
CP002688.1	10414222	10415074	10410618	10416705	0.73	0.98	0.60	0.45	100.00%
CP002688.1	10497302	10497903	10492167	10501138	0.64	0.98	0.33	0.30	100.00%
CP002688.1	10501053	10502763	10501089	10502772	0.99	0.98	0.54	0.53	97.90%
CP002688.1	10503679	10503887	10503679	10503884	0.16	0.15	0.80	0.80	98.56%
CP002688.1	10511290	10512015	10511290	10512383	0.43	0.54	0.73	0.77	100.00%
CP002688.1	10513553	10514578	10513619	10514575	0.99	0.82	0.48	0.52	93.27%
CP002688.1	10637824	10638091	10634305	10638148	0.64	0.52	0.41	0.28	100.00%
CP002688.1	10690070	10690789	10690070	10701364	0.78	0.97	0.65	0.70	100.00%
CP002688.1	10700422	10701367	10690070	10701364	0.98	0.97	0.73	0.70	99.68%
CP002688.1	10732688	10732833	10732170	10732825	0.28	0.49	0.73	0.80	94.52%
CP002688.1	10746170	10747122	10746170	10747119	1.00	0.99	0.80	0.75	99.69%
CP002688.1	10752408	10752578	10752417	10753248	0.09	0.16	0.75	0.80	94.74%
CP002688.1	10834677	10835320	10834065	10835248	0.85	0.86	0.57	0.42	88.82%
CP002688.1	10887756	10887910	10887786	10888070	0.39	0.17	0.67	0.66	80.65%
CP002688.1	10899882	10900046	10899843	10900043	0.09	0.07	0.85	0.50	98.18%
CP002688.1	10923209	10923610	10923224	10923685	0.52	0.60	0.75	0.47	96.27%
CP002688.1	10924678	10925065	10924678	10925074	0.26	0.27	0.64	0.60	100.00%
CP002688.1	10969222	10972561	10969009	10972558	0.92	1.00	0.64	0.72	99.91%
CP002688.1	11034466	11034711	11034466	11034618	0.75	0.43	0.41	0.54	62.20%
CP002688.1	11035492	11036197	11035466	11036553	0.71	0.92	0.67	0.31	100.00%
CP002688.1	11068118	11070738	11066289	11075131	0.96	0.59	0.68	0.60	100.00%
CP002688.1	11071368	11071980	11066289	11075131	0.93	0.59	0.78	0.60	100.00%
CP002688.1	11096971	11097311	11094911	11098379	0.59	0.93	0.51	0.73	100.00%
CP002688.1	11279384	11279587	11279384	11279584	0.77	0.76	0.78	0.78	98.53%
CP002688.1	11280374	11281325	11280361	11281448	0.84	1.00	0.46	0.45	100.00%
CP002688.1	11287950	11288591	11287950	11288588	0.65	0.64	0.58	0.70	99.53%
CP002688.1	11300231	11300674	11300066	11307882	0.76	0.52	0.60	0.40	100.00%
CP002688.1	11307532	11307948	11300066	11307882	0.78	0.52	0.50	0.40	84.17%
CP002688.1	11536031	11537197	11533467	11537403	0.91	0.92	0.61	0.75	100.00%
CP002688.1	11608316	11608691	11608316	11608553	0.37	0.38	0.38	0.42	63.30%
CP002688.1	11739538	11739903	11739526	11739900	0.75	0.77	0.50	0.49	99.18%
CP002688.1	12084546	12084680	12084555	12084677	0.24	0.22	0.80	0.86	91.11%
CP002688.1	12134621	12134975	12126030	12150965	0.76	0.23	0.60	0.72	100.00%
CP002688.1	12195563	12207959	12190610	12209249	0.96	1.00	0.73	0.66	100.00%
CP002688.1	12208670	12209079	12190610	12209249	0.96	1.00	0.81	0.66	100.00%
CP002688.1	12209064	12209186	12190610	12209249	0.20	1.00	0.54	0.66	100.00%
CP002688.1	12209557	12209993	12209551	12209990	1.00	0.91	0.76	0.77	99.31%
CP002688.1	12265084	12266903	12265464	12266900	0.90	0.70	0.54	0.59	78.96%
CP002688.1	12267862	12268169	12266928	12273719	0.39	0.99	0.47	0.66	100.00%
CP002688.1	12272949	12273704	12266928	12273719	0.76	0.99	0.57	0.66	100.00%
CP002688.1	12308732	12309027	12308732	12309024	0.43	0.42	0.78	0.78	98.99%
CP002688.1	12309366	12309571	12309419	12309568	0.08	0.05	0.65	0.72	72.82%
CP002688.1	12377658	12377771	12374462	12379420	1.00	0.21	0.71	0.72	100.00%
CP002688.1	12392499	12393054	12392669	12393078	0.73	0.66	0.78	0.72	69.42%
CP002688.1	12493410	12494662	12493410	12494899	0.70	0.49	0.79	0.80	100.00%
CP002688.1	12499114	12500428	12499123	12500425	0.96	0.95	0.51	0.51	99.09%
CP002688.1	12512958	12513296	12512943	12513293	0.65	0.68	0.37	0.36	99.12%
CP002688.1	12596782	12598096	12596791	12598093	1.00	0.99	0.73	0.73	99.09%
CP002688.1	12683439	12684308	12683448	12684365	0.99	0.79	0.49	0.29	98.97%
CP002688.1	12896225	12896539	12895727	12896500	0.52	0.78	0.78	0.63	87.62%
CP002688.1	12914214	12914381	12914214	12914378	0.20	0.19	0.79	0.79	98.21%
CP002688.1	12969709	12969868	12967637	12973104	0.35	0.88	0.70	0.31	100.00%
CP002688.1	12984740	12985150	12983344	12985344	0.98	0.43	0.70	0.64	100.00%
CP002688.1	13059921	13060752	13059813	13060581	0.63	0.80	0.59	0.87	79.45%
CP002688.1	13084707	13084910	13084716	13084907	0.22	0.21	0.53	0.54	94.12%
CP002688.1	13105525	13107002	13103678	13107081	0.66	0.99	0.20	0.42	100.00%
CP002688.1	13159213	13159499	13159222	13172455	0.81	0.82	0.77	0.68	96.86%
CP002688.1	13164980	13165266	13159222	13172455	0.81	0.82	0.76	0.68	100.00%
CP002688.1	13221190	13221561	13221190	13221558	0.98	0.98	0.85	0.85	99.19%
CP002688.1	13258528	13258656	13258528	13258653	0.10	0.07	0.79	0.70	97.67%
CP002688.1	13339770	13339895	13339770	13339889	0.31	0.28	0.84	0.88	95.24%
CP002688.1	13352836	13353285	13351594	13353219	0.90	0.95	0.62	0.31	85.33%
CP002688.1	13516029	13516310	13516029	13516322	0.20	0.20	0.74	0.70	100.00%
CP002688.1	13533550	13544336	13533550	13544287	0.47	0.86	0.49	0.50	99.55%
CP002688.1	13552688	13552900	13552646	13557459	0.39	0.58	0.65	0.30	100.00%
CP002688.1	13556354	13557550	13552646	13557459	0.46	0.58	0.48	0.30	92.40%
CP002688.1	13678548	13678700	13678548	13678697	0.28	0.28	0.65	0.65	98.04%
CP002688.1	13713583	13714080	13713568	13714128	0.48	0.53	0.31	0.30	100.00%
CP002688.1	13718360	13719211	13717607	13719220	0.94	0.96	0.41	0.32	100.00%
CP002688.1	13723472	13723894	13721846	13723774	0.52	0.99	0.96	0.51	71.63%
CP002688.1	13780650	13780814	13780611	13780811	0.36	0.44	0.55	0.50	98.18%
CP002688.1	13879726	13880026	13879768	13880023	0.33	0.28	0.73	0.77	85.05%
CP002688.1	13905855	13906412	13905801	13906523	0.34	0.43	0.29	0.27	100.00%
CP002688.1	13909502	13909936	13909502	13909933	0.30	0.30	0.48	0.48	99.31%
CP002688.1	13955428	13956418	13955409	13956442	0.97	0.98	0.66	0.48	100.00%
CP002688.1	13982703	13982828	13982703	13982825	0.07	0.07	0.74	0.74	97.62%
CP002688.1	13987661	13987991	13983376	13989951	0.12	0.53	0.44	0.31	100.00%
CP002688.1	14043324	14043923	14042692	14043734	0.87	0.80	0.58	0.33	68.50%
CP002688.1	14044866	14045856	14044866	14045853	1.00	1.00	0.96	0.97	99.70%
CP002688.1	14047636	14047929	14047636	14047941	0.79	0.82	0.47	0.44	100.00%
CP002688.1	14077215	14078053	14076286	14078050	0.58	0.60	0.73	0.77	99.64%
CP002688.1	14100001	14100435	14093276	14100432	0.30	0.44	0.53	0.54	99.31%
CP002688.1	14144014	14145144	14144014	14144703	1.00	0.57	0.28	0.34	61.01%
CP002688.1	14145648	14146718	14145555	14146715	0.59	0.64	0.29	0.32	99.72%
CP002688.1	14147556	14148999	14147556	14148893	0.84	0.78	0.35	0.35	92.66%
CP002688.1	14185365	14185758	14185365	14185822	0.41	0.91	0.87	0.84	100.00%
CP002688.1	14188654	14190623	14188600	14190533	1.00	0.91	0.57	0.58	95.43%
CP002688.1	14202032	14202217	14202020	14202214	0.28	0.30	0.65	0.61	98.39%
CP002688.1	14242543	14243067	14242576	14243079	0.29	0.27	0.81	0.76	93.71%
CP002688.1	14270830	14271258	14269606	14271282	0.39	0.99	0.32	0.33	100.00%
CP002688.1	14292937	14293563	14292931	14293575	0.96	0.99	0.74	0.65	100.00%
CP002688.1	14315814	14316020	14315814	14316044	0.16	0.18	0.85	0.78	100.00%
CP002688.1	14396603	14398908	14396633	14398905	0.99	0.96	0.53	0.58	98.57%
CP002688.1	14455902	14458207	14455932	14458204	0.99	0.96	0.53	0.58	98.57%
CP002688.1	14555138	14555525	14555138	14557684	1.00	0.99	0.70	0.67	100.00%
CP002688.1	14556141	14556622	14555138	14557684	1.00	0.99	0.67	0.67	100.00%
CP002688.1	14557238	14557684	14555138	14557684	0.99	0.99	0.85	0.67	100.00%
CP002688.1	14560407	14560532	14560407	14560529	0.14	0.13	0.79	0.79	97.62%
CP002688.1	14612061	14612438	14612010	14612447	0.93	0.98	0.41	0.37	100.00%
CP002688.1	14638638	14638853	14638527	14638916	0.56	0.95	0.46	0.35	100.00%
CP002688.1	14687739	14688095	14687688	14688092	0.15	0.25	0.37	0.31	99.16%
CP002688.1	14688266	14688483	14688310	14688525	0.72	0.14	0.85	0.82	79.82%
CP002688.1	14709224	14709405	14709224	14709396	0.31	0.30	0.84	0.86	95.05%
